,x,y
220,13.81874,12.618876
221,13.839856,12.57819
222,11.133634,16.135635
223,12.031055,13.152733
224,11.888159,13.043693
225,11.931964,13.014396
226,12.433828,15.608606
227,12.410011,15.629492
228,12.376208,15.682461
229,12.228867,13.786751
230,12.26809,13.911438
231,12.154717,13.846656
232,12.321643,15.666194
233,12.3525915,15.573851
234,11.4568205,15.885972
235,11.277481,15.894747
236,11.445296,15.096213
237,12.162667,13.714907
238,11.893894,13.690961
239,12.112222,13.603307
240,13.155057,14.578406
241,13.329015,9.319544
242,8.998889,9.632725
243,13.366211,9.417192
244,9.217994,10.033051
245,9.218887,10.05481
246,9.144754,10.105736
247,9.114479,9.619784
248,6.8936763,17.44023
249,12.276047,12.359758
250,5.2640786,15.69474
251,5.25798,15.9467535
252,12.240728,14.098148
253,9.410016,11.664938
254,8.371859,12.786685
255,11.901945,14.194034
256,12.32068,13.252612
257,6.22278,11.318043
258,10.023224,13.715093
259,8.560112,12.941907
260,11.374721,12.19095
261,11.994779,14.151812
262,11.760459,13.482448
263,11.801191,13.628366
264,11.750078,13.616961
265,11.72393,13.418867
266,11.8142,13.394213
267,7.3771048,17.78542
268,11.7785635,13.391192
269,8.475672,12.905586
270,8.439417,12.709293
271,8.20334,13.11472
272,8.527249,12.7770815
273,6.649673,13.921306
274,8.478375,12.63354
275,8.443234,12.711163
276,8.376299,12.692482
277,8.539693,12.741015
278,9.366573,11.82276
279,9.406934,11.748309
280,9.375495,11.804739
281,9.329289,11.713594
282,6.138284,15.095652
283,11.904027,14.192222
284,6.043788,18.005056
285,6.033343,18.002653
286,6.0049872,17.969318
287,6.0342107,17.967766
288,5.9829545,17.889975
289,5.9284587,18.06237
290,11.841813,13.054904
291,7.2814856,17.9989
292,11.205645,15.944864
293,11.934412,12.463505
294,12.013214,12.386772
295,11.935452,12.378174
296,12.113079,12.477322
297,12.052654,12.470879
298,10.804985,15.0492325
299,10.915247,13.6500225
300,9.577896,12.897555
301,9.602221,12.944558
302,9.647469,12.991492
303,8.442181,12.836605
304,8.511495,12.775674
305,9.559652,12.91761
306,9.592642,13.425691
307,9.848208,13.22966
308,10.065879,12.782223
309,10.198549,12.799458
310,10.261556,12.776927
311,9.529637,13.167474
312,7.176142,18.191807
313,7.323856,18.136328
314,7.202619,18.271872
315,7.2308764,17.961239
316,7.2510595,17.977297
317,7.363307,17.987068
318,11.948413,13.02058
319,11.3863,15.036899
320,11.307809,15.224479
321,11.688278,13.377048
322,11.663782,13.310622
323,11.7256155,11.901125
324,11.667043,11.7201395
325,11.351302,15.107293
326,11.413217,13.017428
327,11.43627,13.011999
328,10.401792,12.317989
329,12.896495,11.701945
330,12.676884,11.700625
331,11.856644,14.1055155
332,12.003636,14.147978
333,12.160692,14.385357
334,10.180022,12.6603
335,10.087264,12.751009
336,10.28978,12.896014
337,10.707108,17.277718
338,9.652604,14.9233
339,11.754452,10.793606
340,8.325883,12.299882
341,8.295128,12.225283
342,8.18848,12.149488
343,12.171216,14.348104
344,11.402796,15.036495
345,11.283728,15.201555
346,10.174904,13.537018
347,12.052177,13.935491
348,11.919924,14.053886
349,11.98505,14.320572
350,12.220011,14.217194
351,12.34148,13.242435
352,13.0834675,13.772119
353,13.170948,13.818757
354,10.059347,14.462902
355,10.061146,14.203859
356,13.986525,13.504917
357,10.027829,12.404357
358,9.194834,13.200005
359,8.919472,15.552356
360,11.25939,15.946779
361,9.147098,15.7394905
362,12.388383,14.266904
363,12.355446,14.065156
364,12.211529,14.216153
365,11.421978,15.132362
366,13.123762,13.46185
367,12.486405,13.452286
368,11.1467,15.948505
369,11.262965,15.94887
370,11.685769,12.991939
371,13.284782,13.277165
372,13.165706,13.271551
373,13.153957,13.22985
374,13.238164,13.394443
375,11.908391,14.076016
376,12.022777,14.311006
377,11.900588,13.083674
378,11.306152,16.074629
379,12.209733,10.281493
380,12.243418,10.323954
381,7.223854,17.715137
382,12.152504,14.269264
383,7.07825,18.353312
384,12.264647,10.171896
385,12.252245,10.26641
386,12.253523,10.15672
387,9.450067,10.060354
388,9.463303,10.117164
389,10.980969,11.505619
390,10.615733,11.489442
391,10.635122,11.51924
392,10.585637,11.42854
393,10.980269,11.475472
394,7.140934,18.818516
395,7.293083,18.230684
396,7.1507096,18.851925
397,7.295775,17.879839
398,10.236003,12.849887
399,7.049556,16.669556
400,13.695515,10.899461
401,13.538541,10.60642
402,13.615069,10.674202
403,7.04874,10.391404
404,7.2151175,18.272152
405,7.0328074,18.792467
406,6.927084,18.853214
407,7.0848293,18.92997
408,12.044059,14.060479
409,11.9279,14.050618
410,11.274468,15.279122
411,6.242733,14.977671
412,12.192055,14.268925
413,12.183254,14.402923
414,11.0552435,16.335217
415,10.433024,8.865326
416,13.107084,9.303856
417,12.865193,7.895281
418,12.691935,9.176512
419,13.125846,14.555041
420,8.368804,14.024433
421,8.014501,14.65681
422,8.525252,14.733574
423,8.472497,14.833876
424,12.426814,13.505843
425,12.515555,13.671156
426,12.464978,13.537646
427,13.125467,13.8212
428,13.133485,13.738827
429,13.127505,13.716146
430,10.8491335,13.970472
431,10.914737,14.00226
432,8.088203,12.076231
433,13.044533,14.639471
434,11.023961,14.086682
435,13.037082,14.583537
436,10.911399,14.039749
437,10.837989,14.1066065
438,10.829685,14.056221
439,11.0240965,14.1036
440,12.948941,14.598915
441,13.199094,14.711203
442,10.878172,14.109031
443,12.315953,14.495139
444,12.27718,14.470421
445,12.190287,14.399792
446,11.907843,13.047237
447,11.382609,12.150369
448,10.031029,16.632338
449,11.237539,16.043547
450,13.094735,14.704569
451,11.727189,15.928027
452,10.943752,13.789009
453,11.882998,14.107784
454,11.923172,14.204781
455,10.037167,12.7060995
456,8.46623,12.808326
457,12.024885,13.448948
458,12.35505,13.371419
459,12.582565,14.921743
460,7.411504,18.021257
461,5.543662,13.02053
462,6.5236864,13.663459
463,6.8343463,17.402592
464,10.574925,12.616237
465,9.5901,14.002075
466,12.078611,13.060582
467,7.433626,17.915577
468,8.271691,18.018698
469,6.686291,11.238639
470,12.376465,15.642557
471,7.383448,17.731857
472,10.595957,15.306213
473,5.9009104,17.920557
474,8.230094,17.623585
475,8.846167,10.325269
476,11.2852,13.099414
477,6.5577984,10.979685
478,4.6655536,14.189414
479,5.38685,18.074207
480,10.919041,13.708516
481,7.9681783,11.186859
482,7.800344,10.0115795
483,9.692033,11.158982
484,11.91156,13.074475
485,6.868794,17.360617
486,7.1433377,10.670267
487,7.3256693,12.022874
488,7.481929,17.823582
489,3.9087691,17.129108
490,5.1869335,10.346065
491,6.7665067,15.340224
492,6.819933,17.376467
493,6.726501,17.325838
494,3.6961582,12.498126
495,11.422602,13.09899
496,5.4615974,17.054674
497,10.166158,12.836848
498,8.748891,13.753912
499,11.205172,15.968736
500,7.362718,12.269993
501,5.8952594,15.078762
502,9.290929,11.428232
503,11.906416,13.687824
504,8.712148,17.99396
505,8.288045,12.198751
506,4.6928353,9.838004
507,7.1216125,14.308565
508,7.0571575,15.626448
509,9.474635,13.947596
510,6.7228384,11.332776
511,6.023214,11.46226
512,7.0029116,16.335207
513,8.429065,11.312474
514,4.6304483,16.388876
515,4.5202584,15.20902
516,9.171169,9.608071
517,7.159978,16.798689
518,7.7606864,17.00294
519,7.296803,12.169434
520,3.87099,15.0822115
521,9.282042,12.600049
522,4.3900948,13.643823
523,8.90756,12.375939
524,12.256881,12.363541
525,8.39115,11.481628
526,12.367417,13.182808
527,4.5431333,15.242909
528,13.589851,12.275511
529,7.238149,13.712932
530,7.284356,12.029803
531,10.198681,12.760808
532,11.9528265,12.294531
533,5.524512,16.312832
534,8.423475,13.690025
535,12.769807,12.229748
536,5.220169,11.062541
537,6.824914,17.328884
538,9.021234,9.570793
539,9.549262,12.852638
540,4.5474043,12.897733
541,14.780022,11.020181
542,8.371254,12.2619705
543,7.5087557,17.777122
544,11.267937,11.452124
545,7.0271425,15.688703
546,6.653219,11.763766
547,11.063374,11.15544
548,7.282165,16.524242
549,6.537363,11.696114
550,13.513553,9.374229
551,10.167082,8.621366
552,5.1845446,13.088096
553,6.4765944,10.924971
554,5.3474536,16.945908
555,7.205649,17.757006
556,7.3840203,17.934189
557,5.398622,13.540778
558,7.37083,17.852514
559,11.09705,16.391764
560,6.921348,16.56914
561,11.128669,13.013814
562,9.536993,14.195819
